op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,52.01435,52.01435
NONE,HISTORY,yes,1,27.69065,27.69065
1,UPDATE,yes,1,42.63806,42.63806
2,DELETE,yes,1,137.35008,137.35008
3,RESTRICT,yes,1,150.87414,150.87414
NONE,AUDIT,yes,1,4.12679,4.12679
NONE,HISTORY,yes,1,3.33047,3.33047
4,UPDATE,yes,1,7.41243,7.41243
5,DELETE,yes,1,15.18178,15.18178
6,RESTRICT,yes,1,16.56604,16.56604
NONE,AUDIT,yes,1,153.34988,153.34988
NONE,HISTORY,yes,1,68.02988,68.02988
7,UPDATE,yes,1,159.16991,159.16991
8,DELETE,yes,1,188.22408,188.22408
9,RESTRICT,yes,1,255.38945,255.38945
NONE,AUDIT,yes,1,12.66479,12.66479
NONE,HISTORY,yes,1,7.99298,7.99298
10,UPDATE,yes,1,9.26065,9.26065
11,DELETE,yes,1,10.31828,10.31828
12,RESTRICT,yes,1,10.05435,10.05435
NONE,AUDIT,yes,1,7.19404,7.19404
NONE,HISTORY,yes,1,4.91786,4.91786
13,UPDATE,yes,1,6.63567,6.63567
14,DELETE,yes,1,13.73672,13.73672
15,RESTRICT,yes,1,15.70702,15.70702
NONE,AUDIT,yes,1,44.84034,93.33634
NONE,HISTORY,yes,3,74.93520,94.18607
16,UPDATE,yes,3,97.90897,126.10388
17,DELETE,yes,3,147.09401,166.34893
18,RESTRICT,yes,3,183.32148,237.05459
NONE,AUDIT,yes,1,11.94000,13.72552
NONE,HISTORY,yes,3,7.09105,9.95088
19,UPDATE,yes,3,24.02830,28.17822
20,DELETE,yes,3,30.13206,48.34175
21,RESTRICT,yes,3,44.99125,56.73862
NONE,AUDIT,yes,1,8.58021,18.68868
NONE,HISTORY,yes,3,7.62582,12.43687
22,UPDATE,yes,3,11.99579,21.22450
23,DELETE,yes,3,19.10949,29.10280
24,RESTRICT,yes,3,27.26722,30.32255
NONE,AUDIT,yes,1,4.40574,5.29218
NONE,HISTORY,yes,3,4.69136,8.97050
25,UPDATE,yes,3,10.65016,10.93268
26,DELETE,yes,3,16.06774,20.54477
27,RESTRICT,yes,3,16.77895,23.30494
NONE,AUDIT,yes,1,5.02515,6.19197
NONE,HISTORY,yes,3,3.38578,6.03056
28,UPDATE,yes,3,4.02999,12.16388
29,DELETE,yes,3,8.37755,26.10707
30,RESTRICT,yes,3,9.55319,27.63200
NONE,AUDIT,yes,1,65.37819,66.89286
NONE,HISTORY,yes,3,50.01950,57.95145
31,UPDATE,yes,3,59.97753,61.34963
32,DELETE,yes,3,71.63310,74.68843
33,RESTRICT,yes,3,74.73803,78.81594
NONE,AUDIT,yes,1,19.44923,23.48709
NONE,HISTORY,yes,3,11.13749,16.46876
34,UPDATE,yes,3,16.39199,25.84028
35,DELETE,yes,3,33.19812,33.44727
36,RESTRICT,yes,3,38.72919,41.34679
NONE,AUDIT,yes,1,9.39941,16.68859
NONE,HISTORY,yes,3,6.72054,12.15100
37,UPDATE,yes,3,22.15219,23.97203
38,DELETE,yes,3,26.97706,28.28217
39,RESTRICT,yes,3,35.51793,37.48846
NONE,AUDIT,yes,1,15.03634,16.78753
NONE,HISTORY,yes,3,8.81815,12.03752
40,UPDATE,yes,3,11.98196,14.64725
41,DELETE,yes,3,21.95501,25.17867
42,RESTRICT,yes,3,30.48873,36.74507
NONE,AUDIT,yes,1,68.08114,72.51477
NONE,HISTORY,yes,3,52.16002,56.13923
43,UPDATE,yes,3,60.02021,67.16180
44,DELETE,yes,3,102.41842,121.23227
45,RESTRICT,yes,3,117.07592,126.89209
NONE,AUDIT,yes,1,6.38485,9.01222
NONE,HISTORY,yes,3,4.70614,7.13992
46,UPDATE,yes,3,8.22449,11.45482
47,DELETE,yes,3,15.17773,19.11259
48,RESTRICT,yes,3,18.54634,20.77293
NONE,AUDIT,yes,1,70.37663,72.95251
NONE,HISTORY,yes,3,35.10571,40.45820
49,UPDATE,yes,3,44.54970,45.69125
50,DELETE,yes,3,93.57452,100.06642
51,RESTRICT,yes,3,99.02978,105.84521
