op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,2.00987,2.00987
NONE,HISTORY,yes,1,2.23613,2.23613
1,UPDATE,yes,1,8.16798,8.16798
2,DELETE,yes,1,15.94901,15.94901
3,RESTRICT,yes,1,18.32867,18.32867
NONE,AUDIT,yes,1,7.02548,7.02548
NONE,HISTORY,yes,1,3.10922,3.10922
4,UPDATE,yes,1,6.28471,6.28471
5,DELETE,yes,1,13.75651,13.75651
6,RESTRICT,yes,1,15.93924,15.93924
NONE,AUDIT,yes,1,17.84968,17.84968
NONE,HISTORY,yes,1,5.98049,5.98049
7,UPDATE,yes,1,11.66916,11.66916
8,DELETE,yes,1,26.90911,26.90911
9,RESTRICT,yes,1,31.15344,31.15344
NONE,AUDIT,yes,1,16.62874,16.62874
NONE,HISTORY,yes,1,10.78272,10.78272
10,UPDATE,yes,1,13.75604,13.75604
11,DELETE,yes,1,20.54548,20.54548
12,RESTRICT,yes,1,28.53036,28.53036
NONE,AUDIT,yes,1,159.20663,159.20663
NONE,HISTORY,yes,1,95.74008,95.74008
13,UPDATE,yes,1,118.10684,118.10684
14,DELETE,yes,1,162.78148,162.78148
15,RESTRICT,yes,1,171.94128,171.94128
NONE,AUDIT,yes,1,41.83817,41.83817
NONE,HISTORY,yes,1,43.94245,43.94245
16,UPDATE,yes,1,48.14839,48.14839
17,DELETE,yes,1,61.61952,61.61952
18,RESTRICT,yes,1,65.68289,65.68289
NONE,AUDIT,yes,1,35.02870,35.02870
NONE,HISTORY,yes,1,6.61755,6.61755
19,UPDATE,yes,1,10.81204,10.81204
20,DELETE,yes,1,59.55243,59.55243
21,RESTRICT,yes,1,69.01908,69.01908
NONE,AUDIT,yes,1,5.16105,5.16105
NONE,HISTORY,yes,1,5.18918,5.18918
22,UPDATE,yes,1,7.24626,7.24626
23,DELETE,yes,1,13.58795,13.58795
24,RESTRICT,yes,1,15.54513,15.54513
NONE,AUDIT,yes,1,21.72422,21.72422
NONE,HISTORY,yes,1,10.83708,10.83708
25,UPDATE,yes,1,13.87262,13.87262
26,DELETE,yes,1,28.40567,28.40567
27,RESTRICT,yes,1,30.43437,30.43437
NONE,AUDIT,yes,1,33.51402,33.51402
NONE,HISTORY,yes,1,13.58199,13.58199
28,UPDATE,yes,1,24.30987,24.30987
29,DELETE,yes,1,69.60464,69.60464
30,RESTRICT,yes,1,79.64468,79.64468
NONE,AUDIT,yes,1,5.93615,5.93615
NONE,HISTORY,yes,1,3.17788,3.17788
31,UPDATE,yes,1,7.13730,7.13730
32,DELETE,yes,1,15.07878,15.07878
33,RESTRICT,yes,1,17.47465,17.47465
NONE,AUDIT,yes,1,68.54177,68.54177
NONE,HISTORY,yes,1,49.86477,49.86477
34,UPDATE,yes,1,57.56998,57.56998
35,DELETE,yes,1,85.71291,85.71291
36,RESTRICT,yes,1,141.09874,141.09874
NONE,AUDIT,yes,1,1.26576,1.26576
NONE,HISTORY,yes,1,2.65455,2.65455
37,UPDATE,yes,1,3.19648,3.19648
38,DELETE,yes,1,7.60627,7.60627
39,RESTRICT,yes,1,9.28783,9.28783
NONE,AUDIT,yes,1,12.75373,12.75373
NONE,HISTORY,yes,1,6.58393,6.58393
40,UPDATE,yes,1,10.15353,10.15353
41,DELETE,yes,1,31.40998,31.40998
42,RESTRICT,yes,1,40.57717,40.57717
NONE,AUDIT,yes,1,106.09221,106.09221
NONE,HISTORY,yes,1,43.58935,43.58935
43,UPDATE,yes,1,70.38832,70.38832
44,DELETE,yes,1,127.08569,127.08569
45,RESTRICT,yes,1,131.14476,131.14476
NONE,AUDIT,yes,1,5.27954,5.27954
NONE,HISTORY,yes,1,3.04747,3.04747
46,UPDATE,yes,1,4.30012,4.30012
47,DELETE,yes,1,10.29110,10.29110
48,RESTRICT,yes,1,14.08148,14.08148
NONE,AUDIT,yes,1,83.74548,83.74548
NONE,HISTORY,yes,1,61.31220,61.31220
49,UPDATE,yes,1,83.87160,83.87160
50,DELETE,yes,1,83.12416,83.12416
51,RESTRICT,yes,1,96.64226,96.64226
