op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,3.66187,3.66187
NONE,HISTORY,yes,1,3.21436,3.21436
1,UPDATE,yes,1,6.25753,6.25753
2,DELETE,yes,1,14.26077,14.26077
3,RESTRICT,yes,1,15.43784,15.43784
NONE,AUDIT,yes,1,114.76421,114.76421
NONE,HISTORY,yes,1,102.28062,102.28062
4,UPDATE,yes,1,152.19760,152.19760
5,DELETE,yes,1,162.81271,162.81271
6,RESTRICT,yes,1,246.41204,246.41204
NONE,AUDIT,yes,1,9.30858,9.30858
NONE,HISTORY,yes,1,5.06997,5.06997
7,UPDATE,yes,1,9.96971,9.96971
8,DELETE,yes,1,15.26499,15.26499
9,RESTRICT,yes,1,17.96937,17.96937
NONE,AUDIT,yes,1,20.96438,20.96438
NONE,HISTORY,yes,1,11.39879,11.39879
10,UPDATE,yes,1,18.96739,18.96739
11,DELETE,yes,1,28.33557,28.33557
12,RESTRICT,yes,1,30.47204,30.47204
NONE,AUDIT,yes,1,5.25761,5.25761
NONE,HISTORY,yes,1,2.42853,2.42853
13,UPDATE,yes,1,5.13816,5.13816
14,DELETE,yes,1,12.57634,12.57634
15,RESTRICT,yes,1,16.63709,16.63709
NONE,AUDIT,yes,1,47.55878,50.03619
NONE,HISTORY,yes,3,61.70201,81.90989
16,UPDATE,yes,3,85.11901,99.46465
17,DELETE,yes,3,94.06877,107.89585
18,RESTRICT,yes,3,111.52959,130.56874
NONE,AUDIT,yes,1,62.34550,69.78607
NONE,HISTORY,yes,3,25.91610,28.59259
19,UPDATE,yes,3,40.12036,47.63412
20,DELETE,yes,3,83.68301,128.91269
21,RESTRICT,yes,3,107.08094,148.24939
NONE,AUDIT,yes,1,2.43306,7.37309
NONE,HISTORY,yes,3,1.84727,8.29339
22,UPDATE,yes,3,4.81915,10.85210
23,DELETE,yes,3,13.81016,20.60103
24,RESTRICT,yes,3,18.33606,24.95670
NONE,AUDIT,yes,1,58.03728,60.96196
NONE,HISTORY,yes,3,37.06145,42.19389
25,UPDATE,yes,3,50.99082,53.63512
26,DELETE,yes,3,55.08590,62.19029
27,RESTRICT,yes,3,68.80426,72.04175
NONE,AUDIT,yes,1,7.05266,8.33368
NONE,HISTORY,yes,3,7.15351,15.86795
28,UPDATE,yes,3,14.05025,18.02182
29,DELETE,yes,3,21.10767,26.23606
30,RESTRICT,yes,3,23.06271,29.02865
NONE,AUDIT,yes,1,5.15699,9.40871
NONE,HISTORY,yes,3,2.42162,5.80263
31,UPDATE,yes,3,4.05955,9.06396
32,DELETE,yes,3,14.47487,20.02597
33,RESTRICT,yes,3,16.15167,22.97759
NONE,AUDIT,yes,1,80.48558,85.16598
NONE,HISTORY,yes,3,10.09250,32.38726
34,UPDATE,yes,3,41.29815,53.83158
35,DELETE,yes,3,128.68953,168.60652
36,RESTRICT,yes,3,144.08469,182.29365
NONE,AUDIT,yes,1,69.97252,76.27106
NONE,HISTORY,yes,3,39.37221,51.30053
37,UPDATE,yes,3,63.65037,67.56616
38,DELETE,yes,3,71.75827,72.17526
39,RESTRICT,yes,3,86.82680,89.35785
NONE,AUDIT,yes,1,3.51667,5.38993
NONE,HISTORY,yes,3,8.84223,10.97178
40,UPDATE,yes,3,13.01241,14.57047
41,DELETE,yes,3,21.25573,25.39730
42,RESTRICT,yes,3,24.83058,27.00996
NONE,AUDIT,yes,1,65.48047,75.67620
NONE,HISTORY,yes,3,23.17572,50.35734
43,UPDATE,yes,3,50.79794,74.39923
44,DELETE,yes,3,148.30613,158.70404
45,RESTRICT,yes,3,154.75893,166.28170
NONE,AUDIT,yes,1,4.38452,6.49381
NONE,HISTORY,yes,3,3.76606,8.36897
46,UPDATE,yes,3,5.17058,11.16514
47,DELETE,yes,3,14.86802,19.44852
48,RESTRICT,yes,3,21.87037,25.10262
NONE,AUDIT,yes,1,19.05036,32.32837
NONE,HISTORY,yes,3,20.20168,28.73325
49,UPDATE,yes,3,24.90139,34.95431
50,DELETE,yes,3,33.15282,41.26287
51,RESTRICT,yes,3,36.48376,42.45448
