op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,71.97142,71.97142
NONE,HISTORY,yes,1,54.70943,54.70943
1,UPDATE,yes,1,62.71338,62.71338
2,DELETE,yes,1,80.92976,80.92976
3,RESTRICT,yes,1,83.60958,83.60958
NONE,AUDIT,yes,1,85.16812,107.20372
NONE,HISTORY,yes,25,40.11297,52.85478
4,UPDATE,yes,25,70.08886,87.47244
5,DELETE,yes,25,133.47411,163.82313
6,RESTRICT,yes,25,163.69271,194.98301
NONE,AUDIT,yes,1,27.80151,101.18365
NONE,HISTORY,yes,27,5.12600,89.95128
7,UPDATE,yes,27,39.95657,101.69792
8,DELETE,yes,27,111.27734,167.88840
9,RESTRICT,yes,27,118.04318,182.81507
NONE,AUDIT,yes,1,166.85557,213.68170
NONE,HISTORY,yes,28,64.89205,151.73221
10,UPDATE,yes,28,120.02730,183.80666
11,DELETE,yes,28,300.19617,367.98668
12,RESTRICT,yes,28,336.68923,419.78669
NONE,AUDIT,yes,1,64.96501,80.23119
NONE,HISTORY,yes,29,18.52489,50.52638
13,UPDATE,yes,29,44.14916,56.51307
14,DELETE,yes,29,108.06513,154.19245
15,RESTRICT,yes,29,140.22160,211.49015
NONE,AUDIT,yes,1,15.32650,59.37171
NONE,HISTORY,yes,29,4.53424,46.35167
16,UPDATE,yes,29,10.62846,58.46381
17,DELETE,yes,29,70.59360,148.91315
18,RESTRICT,yes,29,93.31298,159.19423
NONE,AUDIT,yes,1,53.67804,67.58547
NONE,HISTORY,yes,29,10.42175,45.41016
19,UPDATE,yes,29,25.43187,50.70472
20,DELETE,yes,29,96.13538,164.98017
21,RESTRICT,yes,29,138.99899,180.59993
NONE,AUDIT,yes,1,63.72070,79.40173
NONE,HISTORY,yes,30,16.48903,50.59648
22,UPDATE,yes,30,49.19696,62.30736
23,DELETE,yes,30,103.36637,149.01876
24,RESTRICT,yes,30,140.03634,215.56449
NONE,AUDIT,yes,1,3.17836,70.61124
NONE,HISTORY,yes,30,22.60709,75.11544
25,UPDATE,yes,30,62.77776,87.18514
26,DELETE,yes,30,142.16208,205.30510
27,RESTRICT,yes,30,168.93506,225.19803
NONE,AUDIT,yes,1,84.01275,123.58737
NONE,HISTORY,yes,31,27.51899,43.90669
28,UPDATE,yes,31,44.94691,80.85585
29,DELETE,yes,31,94.36822,169.31677
30,RESTRICT,yes,31,129.56190,190.49191
NONE,AUDIT,yes,1,21.53587,65.28378
NONE,HISTORY,yes,32,17.74168,50.31824
31,UPDATE,yes,32,43.40482,66.81561
32,DELETE,yes,32,107.82075,153.52774
33,RESTRICT,yes,32,144.73224,162.19497
NONE,AUDIT,yes,1,63.67278,80.06740
NONE,HISTORY,yes,32,23.73171,53.69353
34,UPDATE,yes,32,52.73819,58.18844
35,DELETE,yes,32,128.15356,168.68544
36,RESTRICT,yes,32,163.88369,191.56814
NONE,AUDIT,yes,1,1.77670,70.18256
NONE,HISTORY,yes,33,20.51878,60.77194
37,UPDATE,yes,33,55.77993,72.91985
38,DELETE,yes,33,120.36014,183.97999
39,RESTRICT,yes,33,157.00889,190.99116
NONE,AUDIT,yes,1,54.93855,72.96586
NONE,HISTORY,yes,34,5.43165,56.02860
40,UPDATE,yes,34,10.69331,74.23687
41,DELETE,yes,34,82.83663,178.15709
42,RESTRICT,yes,34,100.94213,193.91370
NONE,AUDIT,yes,1,60.82320,78.28045
NONE,HISTORY,yes,35,26.24178,53.35402
43,UPDATE,yes,35,54.72517,74.45240
44,DELETE,yes,35,83.26197,154.06990
45,RESTRICT,yes,35,154.68121,210.52551
NONE,AUDIT,yes,1,129.81462,159.09123
NONE,HISTORY,yes,36,52.09827,119.76719
46,UPDATE,yes,36,109.89690,132.09605
47,DELETE,yes,36,220.10803,291.83292
48,RESTRICT,yes,36,251.93167,368.11113
NONE,AUDIT,yes,1,109.22480,150.11477
NONE,HISTORY,yes,37,53.40075,89.03503
49,UPDATE,yes,37,83.21238,102.65541
50,DELETE,yes,37,105.29566,244.44222
51,RESTRICT,yes,37,192.81220,278.49817
