op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,2.36726,2.36726
NONE,HISTORY,yes,1,4.06361,4.06361
1,UPDATE,yes,1,10.69355,10.69355
2,DELETE,yes,1,16.23082,16.23082
3,RESTRICT,yes,1,17.71021,17.71021
NONE,AUDIT,yes,1,37.43529,40.21621
NONE,HISTORY,yes,3,17.47751,20.85233
4,UPDATE,yes,3,27.33946,29.34217
5,DELETE,yes,3,60.31990,89.98442
6,RESTRICT,yes,3,85.03079,102.13089
NONE,AUDIT,yes,1,27.24624,29.00052
NONE,HISTORY,yes,4,18.07976,21.50774
7,UPDATE,yes,4,23.30589,24.97721
8,DELETE,yes,4,32.19604,33.87690
9,RESTRICT,yes,4,41.80717,47.85967
NONE,AUDIT,yes,1,60.16493,116.34302
NONE,HISTORY,yes,5,27.64034,115.93461
10,UPDATE,yes,5,113.10267,174.47639
11,DELETE,yes,5,180.64904,183.17580
12,RESTRICT,yes,5,185.04286,193.10427
NONE,AUDIT,yes,1,8.69465,32.73702
NONE,HISTORY,yes,6,3.37029,9.43398
13,UPDATE,yes,6,6.57964,20.53428
14,DELETE,yes,6,15.09500,43.52808
15,RESTRICT,yes,6,23.44465,45.65668
NONE,AUDIT,yes,1,15.45286,37.39858
NONE,HISTORY,yes,6,14.82487,28.93329
16,UPDATE,yes,6,23.87738,34.54304
17,DELETE,yes,6,48.45476,56.98347
18,RESTRICT,yes,6,55.49884,60.43911
NONE,AUDIT,yes,1,94.29097,126.91760
NONE,HISTORY,yes,7,29.16598,45.70198
19,UPDATE,yes,7,55.56679,69.52477
20,DELETE,yes,7,126.56260,195.78385
21,RESTRICT,yes,7,177.97995,281.16369
NONE,AUDIT,yes,1,23.63873,46.09108
NONE,HISTORY,yes,8,14.87613,49.40319
22,UPDATE,yes,8,15.36107,55.76253
23,DELETE,yes,8,56.48208,83.17852
24,RESTRICT,yes,8,58.91061,88.05895
NONE,AUDIT,yes,1,107.68580,136.56640
NONE,HISTORY,yes,9,40.10248,61.54537
25,UPDATE,yes,9,72.89433,85.12378
26,DELETE,yes,9,188.86352,241.28795
27,RESTRICT,yes,9,244.32492,328.10378
NONE,AUDIT,yes,1,36.60679,63.70354
NONE,HISTORY,yes,10,34.60479,57.78885
28,UPDATE,yes,10,45.92705,64.51035
29,DELETE,yes,10,77.59285,90.65628
30,RESTRICT,yes,10,85.92391,95.50738
NONE,AUDIT,yes,1,6.35004,19.34528
NONE,HISTORY,yes,10,8.13103,30.28798
31,UPDATE,yes,10,12.87675,33.42366
32,DELETE,yes,10,35.26354,62.73389
33,RESTRICT,yes,10,42.73248,65.60063
NONE,AUDIT,yes,1,34.11651,55.51243
NONE,HISTORY,yes,10,44.43049,55.57418
34,UPDATE,yes,10,55.12738,62.99162
35,DELETE,yes,10,66.22171,81.28810
36,RESTRICT,yes,10,76.27201,85.63304
NONE,AUDIT,yes,1,24.07932,37.46557
NONE,HISTORY,yes,10,9.66120,45.73226
37,UPDATE,yes,10,14.72259,52.49715
38,DELETE,yes,10,26.25322,78.92370
39,RESTRICT,yes,10,50.69566,94.43283
NONE,AUDIT,yes,1,30.04313,34.47080
NONE,HISTORY,yes,10,11.97219,24.36018
40,UPDATE,yes,10,20.58578,28.95474
41,DELETE,yes,10,45.92252,58.03633
42,RESTRICT,yes,10,53.36070,69.97728
NONE,AUDIT,yes,1,86.51733,122.35832
NONE,HISTORY,yes,10,47.31393,57.95264
43,UPDATE,yes,10,66.32853,113.87491
44,DELETE,yes,10,104.53844,178.87855
45,RESTRICT,yes,10,166.89372,196.35463
NONE,AUDIT,yes,1,13.05795,19.28425
NONE,HISTORY,yes,10,4.39429,31.09264
46,UPDATE,yes,10,18.40949,32.97400
47,DELETE,yes,10,41.70799,57.12342
48,RESTRICT,yes,10,47.75047,63.09271
NONE,AUDIT,yes,1,13.56602,21.63529
NONE,HISTORY,yes,10,3.05223,20.82205
49,UPDATE,yes,10,5.39184,24.96362
50,DELETE,yes,10,17.25388,44.73710
51,RESTRICT,yes,10,23.51856,46.98133
