op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,10.47158,10.47158
NONE,HISTORY,yes,1,7.74765,7.74765
1,UPDATE,yes,1,8.69775,8.69775
2,DELETE,yes,1,19.19246,19.19246
3,RESTRICT,yes,1,20.64848,20.64848
NONE,AUDIT,yes,1,13.94439,14.83607
NONE,HISTORY,yes,2,5.75876,5.92422
4,UPDATE,yes,2,11.08003,15.31076
5,DELETE,yes,2,19.85574,23.01407
6,RESTRICT,yes,2,27.23026,29.09231
NONE,AUDIT,yes,1,47.42074,52.79756
NONE,HISTORY,yes,3,16.32357,38.35821
7,UPDATE,yes,3,41.33368,41.78596
8,DELETE,yes,3,52.38342,65.36365
9,RESTRICT,yes,3,54.52466,69.64087
NONE,AUDIT,yes,1,31.97789,49.86334
NONE,HISTORY,yes,4,38.93757,67.72447
10,UPDATE,yes,4,66.98561,80.49607
11,DELETE,yes,4,90.03997,156.83007
12,RESTRICT,yes,4,107.16605,162.39810
NONE,AUDIT,yes,1,63.16924,75.24681
NONE,HISTORY,yes,6,13.08417,35.14838
13,UPDATE,yes,6,19.92893,59.64971
14,DELETE,yes,6,67.47437,84.97643
15,RESTRICT,yes,6,84.75471,112.71930
NONE,AUDIT,yes,1,22.66955,33.92506
NONE,HISTORY,yes,7,15.02156,32.00507
16,UPDATE,yes,7,25.45404,43.08057
17,DELETE,yes,7,48.06781,58.97546
18,RESTRICT,yes,7,53.17259,64.51511
NONE,AUDIT,yes,1,81.47383,99.43104
NONE,HISTORY,yes,8,37.88757,60.61840
19,UPDATE,yes,8,56.83017,84.11026
20,DELETE,yes,8,100.41976,146.13676
21,RESTRICT,yes,8,143.18943,193.89796
NONE,AUDIT,yes,1,70.54114,87.56995
NONE,HISTORY,yes,9,33.51665,61.41591
22,UPDATE,yes,9,49.53980,96.04549
23,DELETE,yes,9,132.25961,168.74123
24,RESTRICT,yes,9,149.09482,188.01785
NONE,AUDIT,yes,1,31.16274,38.72585
NONE,HISTORY,yes,10,17.23814,29.72460
25,UPDATE,yes,10,21.75665,42.92393
26,DELETE,yes,10,44.76428,68.43615
27,RESTRICT,yes,10,62.92677,73.61960
NONE,AUDIT,yes,1,137.24709,174.77775
NONE,HISTORY,yes,11,45.60184,63.56382
28,UPDATE,yes,11,81.44808,142.11845
29,DELETE,yes,11,130.55944,215.62910
30,RESTRICT,yes,11,222.68414,252.09117
NONE,AUDIT,yes,1,16.87098,49.98589
NONE,HISTORY,yes,12,31.31914,43.97321
31,UPDATE,yes,12,45.08853,66.85185
32,DELETE,yes,12,72.66903,101.22347
33,RESTRICT,yes,12,98.00029,131.56152
NONE,AUDIT,yes,1,23.18001,34.20782
NONE,HISTORY,yes,13,2.34246,20.68019
34,UPDATE,yes,13,18.39662,50.35424
35,DELETE,yes,13,43.82753,70.80221
36,RESTRICT,yes,13,69.30828,95.46137
NONE,AUDIT,yes,1,37.97722,61.21540
NONE,HISTORY,yes,14,43.98870,56.64110
37,UPDATE,yes,14,54.92377,71.83003
38,DELETE,yes,14,74.89204,104.77805
39,RESTRICT,yes,14,100.05283,119.87734
NONE,AUDIT,yes,1,8.08692,29.52027
NONE,HISTORY,yes,15,4.01688,34.23786
40,UPDATE,yes,15,9.52220,51.58448
41,DELETE,yes,15,38.61809,76.99895
42,RESTRICT,yes,15,42.33074,93.58120
NONE,AUDIT,yes,1,153.33104,172.71328
NONE,HISTORY,yes,16,109.94959,127.92134
43,UPDATE,yes,16,130.18346,137.29286
44,DELETE,yes,16,140.37728,188.13658
45,RESTRICT,yes,16,170.03894,203.03345
NONE,AUDIT,yes,1,68.59684,86.00378
NONE,HISTORY,yes,17,29.29497,55.95756
46,UPDATE,yes,17,48.57349,80.01304
47,DELETE,yes,17,89.25009,151.15619
48,RESTRICT,yes,17,138.43775,174.41177
NONE,AUDIT,yes,1,40.63344,55.78327
NONE,HISTORY,yes,18,15.49053,26.39055
49,UPDATE,yes,18,28.23472,50.39024
50,DELETE,yes,18,51.51153,99.60008
51,RESTRICT,yes,18,96.61412,133.97431
