op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,55.65953,55.65953
NONE,HISTORY,yes,1,39.66427,39.66427
1,UPDATE,yes,1,48.96998,48.96998
2,DELETE,yes,1,89.92410,89.92410
3,RESTRICT,yes,1,122.22195,122.22195
NONE,AUDIT,yes,1,3.31521,3.31521
NONE,HISTORY,yes,1,2.28596,2.28596
4,UPDATE,yes,1,11.43265,11.43265
5,DELETE,yes,1,16.44182,16.44182
6,RESTRICT,yes,1,20.08462,20.08462
NONE,AUDIT,yes,1,2.84481,2.84481
NONE,HISTORY,yes,1,2.80070,2.80070
7,UPDATE,yes,1,6.57511,6.57511
8,DELETE,yes,1,11.50227,11.50227
9,RESTRICT,yes,1,11.93118,11.93118
NONE,AUDIT,yes,1,2.51532,2.51532
NONE,HISTORY,yes,1,2.38132,2.38132
10,UPDATE,yes,1,3.73101,3.73101
11,DELETE,yes,1,11.80363,11.80363
12,RESTRICT,yes,1,15.35082,15.35082
NONE,AUDIT,yes,1,2.86746,2.86746
NONE,HISTORY,yes,1,1.88804,1.88804
13,UPDATE,yes,1,4.74429,4.74429
14,DELETE,yes,1,8.48198,8.48198
15,RESTRICT,yes,1,11.89780,11.89780
NONE,AUDIT,yes,1,30.07531,30.07531
NONE,HISTORY,yes,1,37.56022,37.56022
16,UPDATE,yes,1,39.96325,39.96325
17,DELETE,yes,1,56.25439,56.25439
18,RESTRICT,yes,1,58.86698,58.86698
NONE,AUDIT,yes,1,19.26398,19.26398
NONE,HISTORY,yes,1,10.29491,10.29491
19,UPDATE,yes,1,14.06264,14.06264
20,DELETE,yes,1,29.76751,29.76751
21,RESTRICT,yes,1,32.64761,32.64761
NONE,AUDIT,yes,1,5.59807,5.59807
NONE,HISTORY,yes,1,7.83348,7.83348
22,UPDATE,yes,1,8.65054,8.65054
23,DELETE,yes,1,14.60171,14.60171
24,RESTRICT,yes,1,17.00425,17.00425
NONE,AUDIT,yes,1,13.09037,13.09037
NONE,HISTORY,yes,1,6.05440,6.05440
25,UPDATE,yes,1,10.35118,10.35118
26,DELETE,yes,1,21.05951,21.05951
27,RESTRICT,yes,1,26.76010,26.76010
NONE,AUDIT,yes,1,79.09703,79.09703
NONE,HISTORY,yes,1,40.44151,40.44151
28,UPDATE,yes,1,52.37722,52.37722
29,DELETE,yes,1,105.02219,105.02219
30,RESTRICT,yes,1,110.15534,110.15534
NONE,AUDIT,yes,1,8.76117,8.76117
NONE,HISTORY,yes,1,6.92296,6.92296
31,UPDATE,yes,1,8.96978,8.96978
32,DELETE,yes,1,18.24570,18.24570
33,RESTRICT,yes,1,19.59467,19.59467
NONE,AUDIT,yes,1,31.66199,31.66199
NONE,HISTORY,yes,1,14.36591,14.36591
34,UPDATE,yes,1,21.56115,21.56115
35,DELETE,yes,1,41.25714,41.25714
36,RESTRICT,yes,1,42.62614,42.62614
NONE,AUDIT,yes,1,3.51429,3.51429
NONE,HISTORY,yes,1,1.90639,1.90639
37,UPDATE,yes,1,4.29964,4.29964
38,DELETE,yes,1,11.83724,11.83724
39,RESTRICT,yes,1,13.97371,13.97371
NONE,AUDIT,yes,1,17.87281,17.87281
NONE,HISTORY,yes,1,5.14650,5.14650
40,UPDATE,yes,1,9.46188,9.46188
41,DELETE,yes,1,19.74273,19.74273
42,RESTRICT,yes,1,22.78757,22.78757
NONE,AUDIT,yes,1,12.20584,12.20584
NONE,HISTORY,yes,1,4.97484,4.97484
43,UPDATE,yes,1,9.27806,9.27806
44,DELETE,yes,1,25.76232,25.76232
45,RESTRICT,yes,1,29.38437,29.38437
NONE,AUDIT,yes,1,8.79574,8.79574
NONE,HISTORY,yes,1,6.44112,6.44112
46,UPDATE,yes,1,11.37757,11.37757
47,DELETE,yes,1,13.04770,13.04770
48,RESTRICT,yes,1,14.13417,14.13417
NONE,AUDIT,yes,1,36.98707,36.98707
NONE,HISTORY,yes,1,25.51150,25.51150
49,UPDATE,yes,1,29.76394,29.76394
50,DELETE,yes,1,44.83128,44.83128
51,RESTRICT,yes,1,53.66564,53.66564
