op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,3.10946,3.10946
NONE,HISTORY,yes,1,3.15237,3.15237
1,UPDATE,yes,1,6.82282,6.82282
2,DELETE,yes,1,10.68711,10.68711
3,RESTRICT,yes,1,16.43062,16.43062
NONE,AUDIT,yes,1,6.97303,6.97303
NONE,HISTORY,yes,1,4.00186,4.00186
4,UPDATE,yes,1,5.35107,5.35107
5,DELETE,yes,1,15.98215,15.98215
6,RESTRICT,yes,1,19.64974,19.64974
NONE,AUDIT,yes,1,1.82915,1.82915
NONE,HISTORY,yes,1,1.83916,1.83916
7,UPDATE,yes,1,2.82502,2.82502
8,DELETE,yes,1,10.09917,10.09917
9,RESTRICT,yes,1,11.05547,11.05547
NONE,AUDIT,yes,1,55.46784,55.46784
NONE,HISTORY,yes,1,22.61829,22.61829
10,UPDATE,yes,1,54.87299,54.87299
11,DELETE,yes,1,60.76050,60.76050
12,RESTRICT,yes,1,122.98441,122.98441
NONE,AUDIT,yes,1,14.52827,14.52827
NONE,HISTORY,yes,1,68.93110,68.93110
13,UPDATE,yes,1,111.33838,111.33838
14,DELETE,yes,1,149.89257,149.89257
15,RESTRICT,yes,1,157.59420,157.59420
NONE,AUDIT,yes,1,2.29645,3.56007
NONE,HISTORY,yes,3,13.13972,26.07894
16,UPDATE,yes,3,16.44588,32.18222
17,DELETE,yes,3,18.31961,41.70918
18,RESTRICT,yes,3,25.11716,46.72384
NONE,AUDIT,yes,1,82.07631,86.19261
NONE,HISTORY,yes,3,64.15510,64.50534
19,UPDATE,yes,3,73.46678,82.33190
20,DELETE,yes,3,80.73235,93.19043
21,RESTRICT,yes,3,117.13791,126.98317
NONE,AUDIT,yes,1,66.84470,71.23375
NONE,HISTORY,yes,3,22.91846,26.58582
22,UPDATE,yes,3,43.66064,51.74613
23,DELETE,yes,3,84.38849,95.64137
24,RESTRICT,yes,3,108.38246,114.38155
NONE,AUDIT,yes,1,42.48261,48.23565
NONE,HISTORY,yes,3,14.32753,27.09985
25,UPDATE,yes,3,34.94024,40.06720
26,DELETE,yes,3,68.33100,104.78044
27,RESTRICT,yes,3,102.04530,118.97111
NONE,AUDIT,yes,1,48.24257,52.14643
NONE,HISTORY,yes,3,17.14063,25.06447
28,UPDATE,yes,3,35.20942,38.33103
29,DELETE,yes,3,65.09948,69.38148
30,RESTRICT,yes,3,82.56245,98.11473
NONE,AUDIT,yes,1,61.35035,111.03582
NONE,HISTORY,yes,3,67.94119,79.79512
31,UPDATE,yes,3,85.44445,94.79642
32,DELETE,yes,3,176.79882,188.54833
33,RESTRICT,yes,3,185.48083,191.83135
NONE,AUDIT,yes,1,26.78871,29.15812
NONE,HISTORY,yes,3,11.67083,15.12098
34,UPDATE,yes,3,15.16485,19.78397
35,DELETE,yes,3,39.11281,42.33456
36,RESTRICT,yes,3,41.91613,48.91348
NONE,AUDIT,yes,1,10.97369,12.25138
NONE,HISTORY,yes,3,4.49538,7.88450
37,UPDATE,yes,3,7.87759,10.04505
38,DELETE,yes,3,18.35203,21.03019
39,RESTRICT,yes,3,19.95969,24.39022
NONE,AUDIT,yes,1,23.69452,25.28548
NONE,HISTORY,yes,3,17.17710,17.89379
40,UPDATE,yes,3,20.47491,20.64466
41,DELETE,yes,3,29.74153,32.84693
42,RESTRICT,yes,3,35.45427,38.33747
NONE,AUDIT,yes,1,85.34837,93.82987
NONE,HISTORY,yes,3,29.89888,38.08951
43,UPDATE,yes,3,38.77139,73.89784
44,DELETE,yes,3,110.39877,164.35647
45,RESTRICT,yes,3,133.02374,182.24764
NONE,AUDIT,yes,1,34.67202,41.72730
NONE,HISTORY,yes,3,18.27693,19.29069
46,UPDATE,yes,3,26.56722,28.39923
47,DELETE,yes,3,47.43147,65.56940
48,RESTRICT,yes,3,71.02036,79.44417
NONE,AUDIT,yes,1,159.38854,164.29019
NONE,HISTORY,yes,3,81.27284,90.07001
49,UPDATE,yes,3,98.45138,103.19901
50,DELETE,yes,3,141.54077,219.44857
51,RESTRICT,yes,3,162.55927,226.45545
