op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,2.45762,2.45762
NONE,HISTORY,yes,1,3.29661,3.29661
1,UPDATE,yes,1,5.65624,5.65624
2,DELETE,yes,1,13.50641,13.50641
3,RESTRICT,yes,1,14.23454,14.23454
NONE,AUDIT,yes,1,4.60553,4.60553
NONE,HISTORY,yes,1,2.03657,2.03657
4,UPDATE,yes,1,3.50881,3.50881
5,DELETE,yes,1,9.97400,9.97400
6,RESTRICT,yes,1,11.59525,11.59525
NONE,AUDIT,yes,1,14.12940,14.12940
NONE,HISTORY,yes,1,4.16589,4.16589
7,UPDATE,yes,1,12.42781,12.42781
8,DELETE,yes,1,23.52548,23.52548
9,RESTRICT,yes,1,25.47908,25.47908
NONE,AUDIT,yes,1,1.90187,1.90187
NONE,HISTORY,yes,1,1.59574,1.59574
10,UPDATE,yes,1,2.40207,2.40207
11,DELETE,yes,1,3.88503,3.88503
12,RESTRICT,yes,1,8.38804,8.38804
NONE,AUDIT,yes,1,2.54154,2.54154
NONE,HISTORY,yes,1,9.06706,9.06706
13,UPDATE,yes,1,15.38897,15.38897
14,DELETE,yes,1,27.25673,27.25673
15,RESTRICT,yes,1,31.72588,31.72588
NONE,AUDIT,yes,1,53.41673,53.41673
NONE,HISTORY,yes,1,53.47085,53.47085
16,UPDATE,yes,1,64.91351,64.91351
17,DELETE,yes,1,88.09209,88.09209
18,RESTRICT,yes,1,100.30961,100.30961
NONE,AUDIT,yes,1,6.99401,6.99401
NONE,HISTORY,yes,1,7.41911,7.41911
19,UPDATE,yes,1,12.01868,12.01868
20,DELETE,yes,1,12.30669,12.30669
21,RESTRICT,yes,1,19.57202,19.57202
NONE,AUDIT,yes,1,22.95613,22.95613
NONE,HISTORY,yes,1,8.78358,8.78358
22,UPDATE,yes,1,20.02072,20.02072
23,DELETE,yes,1,47.54519,47.54519
24,RESTRICT,yes,1,59.44514,59.44514
NONE,AUDIT,yes,1,11.28674,11.28674
NONE,HISTORY,yes,1,7.49135,7.49135
25,UPDATE,yes,1,9.35030,9.35030
26,DELETE,yes,1,12.69197,12.69197
27,RESTRICT,yes,1,14.50205,14.50205
NONE,AUDIT,yes,1,133.04901,133.04901
NONE,HISTORY,yes,1,55.96447,55.96447
28,UPDATE,yes,1,75.08707,75.08707
29,DELETE,yes,1,160.38203,160.38203
30,RESTRICT,yes,1,240.99374,240.99374
NONE,AUDIT,yes,1,59.80730,59.80730
NONE,HISTORY,yes,1,29.03366,29.03366
31,UPDATE,yes,1,43.71023,43.71023
32,DELETE,yes,1,94.98286,94.98286
33,RESTRICT,yes,1,112.31327,112.31327
NONE,AUDIT,yes,1,9.69744,9.69744
NONE,HISTORY,yes,1,3.80850,3.80850
34,UPDATE,yes,1,6.71721,6.71721
35,DELETE,yes,1,14.16659,14.16659
36,RESTRICT,yes,1,15.70654,15.70654
NONE,AUDIT,yes,1,26.58582,26.58582
NONE,HISTORY,yes,1,15.25021,15.25021
37,UPDATE,yes,1,20.33734,20.33734
38,DELETE,yes,1,40.14063,40.14063
39,RESTRICT,yes,1,59.94558,59.94558
NONE,AUDIT,yes,1,8.17108,8.17108
NONE,HISTORY,yes,1,6.24275,6.24275
40,UPDATE,yes,1,7.10773,7.10773
41,DELETE,yes,1,17.96341,17.96341
42,RESTRICT,yes,1,20.78724,20.78724
NONE,AUDIT,yes,1,180.29666,180.29666
NONE,HISTORY,yes,1,99.38002,99.38002
43,UPDATE,yes,1,159.35755,159.35755
44,DELETE,yes,1,169.10791,169.10791
45,RESTRICT,yes,1,178.70927,178.70927
NONE,AUDIT,yes,1,1.88518,1.88518
NONE,HISTORY,yes,1,1.31845,1.31845
46,UPDATE,yes,1,4.31132,4.31132
47,DELETE,yes,1,9.73082,9.73082
48,RESTRICT,yes,1,11.05952,11.05952
NONE,AUDIT,yes,1,44.45910,44.45910
NONE,HISTORY,yes,1,29.95276,29.95276
49,UPDATE,yes,1,34.28817,34.28817
50,DELETE,yes,1,53.31063,53.31063
51,RESTRICT,yes,1,62.92844,62.92844
