op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,31.82530,31.82530
NONE,HISTORY,yes,1,18.55922,18.55922
1,UPDATE,yes,1,32.82285,32.82285
2,DELETE,yes,1,44.69800,44.69800
3,RESTRICT,yes,1,65.11021,65.11021
NONE,AUDIT,yes,1,14.68182,15.89561
NONE,HISTORY,yes,3,5.75376,10.67996
4,UPDATE,yes,3,14.67180,17.09938
5,DELETE,yes,3,22.27092,32.35459
6,RESTRICT,yes,3,28.59497,35.77566
NONE,AUDIT,yes,1,33.27417,38.56444
NONE,HISTORY,yes,4,10.49733,24.76883
7,UPDATE,yes,4,23.78130,29.10399
8,DELETE,yes,4,57.96552,63.43293
9,RESTRICT,yes,4,83.67515,87.58974
NONE,AUDIT,yes,1,42.03367,45.96400
NONE,HISTORY,yes,5,18.69917,23.63849
10,UPDATE,yes,5,26.56698,55.11069
11,DELETE,yes,5,57.67179,72.16859
12,RESTRICT,yes,5,67.37375,90.19399
NONE,AUDIT,yes,1,16.55340,19.30928
NONE,HISTORY,yes,6,2.99048,11.94453
13,UPDATE,yes,6,9.23157,14.30535
14,DELETE,yes,6,23.30852,32.60469
15,RESTRICT,yes,6,34.19900,43.39290
NONE,AUDIT,yes,1,61.51128,66.67686
NONE,HISTORY,yes,6,24.43838,34.63387
16,UPDATE,yes,6,34.33776,50.52495
17,DELETE,yes,6,78.87673,90.53040
18,RESTRICT,yes,6,98.92559,109.41458
NONE,AUDIT,yes,1,13.57651,16.59155
NONE,HISTORY,yes,7,5.44858,32.98330
19,UPDATE,yes,7,9.63640,41.59808
20,DELETE,yes,7,20.82443,57.30772
21,RESTRICT,yes,7,28.01156,65.06085
NONE,AUDIT,yes,1,26.48258,50.25792
NONE,HISTORY,yes,8,7.23672,33.57100
22,UPDATE,yes,8,28.20420,48.46549
23,DELETE,yes,8,79.36454,119.23289
24,RESTRICT,yes,8,97.38255,134.71341
NONE,AUDIT,yes,1,4.89020,40.62080
NONE,HISTORY,yes,9,3.19910,35.81595
25,UPDATE,yes,9,9.37510,41.86821
26,DELETE,yes,9,50.94957,69.18573
27,RESTRICT,yes,9,58.10237,74.85914
NONE,AUDIT,yes,1,27.88877,42.11712
NONE,HISTORY,yes,10,21.04473,42.27829
28,UPDATE,yes,10,31.70347,46.75984
29,DELETE,yes,10,57.58524,69.71335
30,RESTRICT,yes,10,67.65699,72.45398
NONE,AUDIT,yes,1,21.76070,46.07415
NONE,HISTORY,yes,10,12.80570,55.32360
31,UPDATE,yes,10,19.04655,62.93678
32,DELETE,yes,10,41.68487,75.01173
33,RESTRICT,yes,10,53.36213,77.33679
NONE,AUDIT,yes,1,58.06684,64.31222
NONE,HISTORY,yes,10,35.34007,48.51198
34,UPDATE,yes,10,47.66226,52.00028
35,DELETE,yes,10,65.84454,78.64666
36,RESTRICT,yes,10,74.90396,86.18140
NONE,AUDIT,yes,1,41.14056,47.59789
NONE,HISTORY,yes,10,15.14697,31.47197
37,UPDATE,yes,10,29.53601,37.09960
38,DELETE,yes,10,72.30020,99.59865
39,RESTRICT,yes,10,87.31532,106.60529
NONE,AUDIT,yes,1,7.10392,24.00780
NONE,HISTORY,yes,10,4.28843,30.79343
40,UPDATE,yes,10,8.08883,37.75096
41,DELETE,yes,10,37.31823,57.89685
42,RESTRICT,yes,10,45.95423,65.12117
NONE,AUDIT,yes,1,23.78535,31.54683
NONE,HISTORY,yes,10,8.89397,56.56290
43,UPDATE,yes,10,17.19999,60.35662
44,DELETE,yes,10,43.85233,87.89206
45,RESTRICT,yes,10,55.30047,90.48223
NONE,AUDIT,yes,1,22.82858,31.91686
NONE,HISTORY,yes,10,9.69100,33.95557
46,UPDATE,yes,10,11.55090,58.99429
47,DELETE,yes,10,44.15870,64.58116
48,RESTRICT,yes,10,45.32313,90.97481
NONE,AUDIT,yes,1,11.39307,29.45781
NONE,HISTORY,yes,10,9.84955,34.13630
49,UPDATE,yes,10,28.00536,37.27293
50,DELETE,yes,10,38.57851,65.62567
51,RESTRICT,yes,10,55.09520,69.32163
