op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,6.05917,6.05917
NONE,HISTORY,yes,1,3.87168,3.87168
1,UPDATE,yes,1,9.64451,9.64451
2,DELETE,yes,1,20.19596,20.19596
3,RESTRICT,yes,1,21.98792,21.98792
NONE,AUDIT,yes,1,9.46069,11.33966
NONE,HISTORY,yes,2,5.65386,5.71418
4,UPDATE,yes,2,8.94594,11.00969
5,DELETE,yes,2,15.42735,16.84833
6,RESTRICT,yes,2,20.32852,20.54048
NONE,AUDIT,yes,1,85.36267,93.64343
NONE,HISTORY,yes,3,21.70920,37.22119
7,UPDATE,yes,3,45.22586,54.21185
8,DELETE,yes,3,90.36756,112.78701
9,RESTRICT,yes,3,114.02893,131.98829
NONE,AUDIT,yes,1,12.53581,69.69619
NONE,HISTORY,yes,4,11.75356,47.68777
10,UPDATE,yes,4,21.83318,69.98539
11,DELETE,yes,4,40.25197,150.79284
12,RESTRICT,yes,4,49.19600,168.80441
NONE,AUDIT,yes,1,9.88960,16.65640
NONE,HISTORY,yes,5,7.24721,14.57715
13,UPDATE,yes,5,11.60622,18.21661
14,DELETE,yes,5,21.03972,27.13227
15,RESTRICT,yes,5,24.67537,34.33609
NONE,AUDIT,yes,1,32.96995,64.99195
NONE,HISTORY,yes,5,31.54540,70.32704
16,UPDATE,yes,5,33.86402,77.93784
17,DELETE,yes,5,58.33244,110.93616
18,RESTRICT,yes,5,73.53354,117.14458
NONE,AUDIT,yes,1,26.56937,28.71180
NONE,HISTORY,yes,6,4.48823,67.91425
19,UPDATE,yes,6,8.85892,72.53480
20,DELETE,yes,6,37.31275,76.05958
21,RESTRICT,yes,6,44.38210,79.17976
NONE,AUDIT,yes,1,43.32066,49.08061
NONE,HISTORY,yes,8,20.05792,21.81101
22,UPDATE,yes,8,24.13344,39.45732
23,DELETE,yes,8,37.66656,62.92868
24,RESTRICT,yes,8,61.43475,72.18528
NONE,AUDIT,yes,1,39.00003,52.43158
NONE,HISTORY,yes,8,30.89619,48.28548
25,UPDATE,yes,8,38.02204,54.01182
26,DELETE,yes,8,62.76941,70.29295
27,RESTRICT,yes,8,68.87865,73.44723
NONE,AUDIT,yes,1,34.39689,66.68758
NONE,HISTORY,yes,9,37.66870,48.43569
28,UPDATE,yes,9,39.64996,54.22497
29,DELETE,yes,9,51.33271,65.78231
30,RESTRICT,yes,9,52.44708,67.92784
NONE,AUDIT,yes,1,118.59322,148.38433
NONE,HISTORY,yes,10,59.38625,84.76758
31,UPDATE,yes,10,83.51183,106.99844
32,DELETE,yes,10,163.75256,205.54256
33,RESTRICT,yes,10,195.42050,294.62957
NONE,AUDIT,yes,1,8.02517,23.97537
NONE,HISTORY,yes,10,2.81000,18.29553
34,UPDATE,yes,10,6.12307,25.36964
35,DELETE,yes,10,34.76286,51.59426
36,RESTRICT,yes,10,44.28649,53.75147
NONE,AUDIT,yes,1,24.11556,45.96567
NONE,HISTORY,yes,10,28.13888,41.57233
37,UPDATE,yes,10,39.55364,47.03593
38,DELETE,yes,10,56.25820,68.67909
39,RESTRICT,yes,10,65.53507,72.84236
NONE,AUDIT,yes,1,12.22610,25.40016
NONE,HISTORY,yes,10,8.21567,30.24220
40,UPDATE,yes,10,10.01501,33.02431
41,DELETE,yes,10,32.42683,53.66778
42,RESTRICT,yes,10,36.05175,55.05109
NONE,AUDIT,yes,1,99.24030,121.45114
NONE,HISTORY,yes,10,39.99949,51.71347
43,UPDATE,yes,10,55.52197,88.75299
44,DELETE,yes,10,86.56597,133.21590
45,RESTRICT,yes,10,130.56302,172.64462
NONE,AUDIT,yes,1,106.74810,122.54858
NONE,HISTORY,yes,10,52.43039,71.90466
46,UPDATE,yes,10,72.66688,114.20941
47,DELETE,yes,10,113.80363,170.79759
48,RESTRICT,yes,10,168.65253,238.37352
NONE,AUDIT,yes,1,43.30683,49.30258
NONE,HISTORY,yes,10,21.39521,34.63459
49,UPDATE,yes,10,33.57816,40.67707
50,DELETE,yes,10,57.99103,71.93208
51,RESTRICT,yes,10,68.54391,79.14352
