op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,20.93911,20.93911
NONE,HISTORY,yes,1,7.73025,7.73025
1,UPDATE,yes,1,15.76948,15.76948
2,DELETE,yes,1,21.11244,21.11244
3,RESTRICT,yes,1,39.52241,39.52241
NONE,AUDIT,yes,1,87.76546,87.76546
NONE,HISTORY,yes,1,40.76838,40.76838
4,UPDATE,yes,1,53.56026,53.56026
5,DELETE,yes,1,134.21798,134.21798
6,RESTRICT,yes,1,189.81457,189.81457
NONE,AUDIT,yes,1,4.65345,4.65345
NONE,HISTORY,yes,1,2.99644,2.99644
7,UPDATE,yes,1,4.49252,4.49252
8,DELETE,yes,1,13.88907,13.88907
9,RESTRICT,yes,1,16.00361,16.00361
NONE,AUDIT,yes,1,2.62499,2.62499
NONE,HISTORY,yes,1,2.15554,2.15554
10,UPDATE,yes,1,2.79689,2.79689
11,DELETE,yes,1,8.37255,8.37255
12,RESTRICT,yes,1,11.21855,11.21855
NONE,AUDIT,yes,1,16.85762,16.85762
NONE,HISTORY,yes,1,7.42722,7.42722
13,UPDATE,yes,1,15.36894,15.36894
14,DELETE,yes,1,18.04519,18.04519
15,RESTRICT,yes,1,25.65670,25.65670
NONE,AUDIT,yes,1,49.02458,49.02458
NONE,HISTORY,yes,1,23.89336,23.89336
16,UPDATE,yes,1,36.18598,36.18598
17,DELETE,yes,1,64.09788,64.09788
18,RESTRICT,yes,1,67.36851,67.36851
NONE,AUDIT,yes,1,62.69789,62.69789
NONE,HISTORY,yes,1,30.94578,30.94578
19,UPDATE,yes,1,42.83810,42.83810
20,DELETE,yes,1,76.19643,76.19643
21,RESTRICT,yes,1,100.61169,100.61169
NONE,AUDIT,yes,1,2.71797,2.71797
NONE,HISTORY,yes,1,2.61235,2.61235
22,UPDATE,yes,1,5.97763,5.97763
23,DELETE,yes,1,10.31089,10.31089
24,RESTRICT,yes,1,11.81436,11.81436
NONE,AUDIT,yes,1,47.79530,47.79530
NONE,HISTORY,yes,1,26.17812,26.17812
25,UPDATE,yes,1,42.79828,42.79828
26,DELETE,yes,1,48.65623,48.65623
27,RESTRICT,yes,1,69.06891,69.06891
NONE,AUDIT,yes,1,2.67696,2.67696
NONE,HISTORY,yes,1,2.96950,2.96950
28,UPDATE,yes,1,3.89647,3.89647
29,DELETE,yes,1,4.39930,4.39930
30,RESTRICT,yes,1,4.84180,4.84180
NONE,AUDIT,yes,1,13.75151,13.75151
NONE,HISTORY,yes,1,7.48849,7.48849
31,UPDATE,yes,1,9.66477,9.66477
32,DELETE,yes,1,19.16170,19.16170
33,RESTRICT,yes,1,20.10751,20.10751
NONE,AUDIT,yes,1,28.12505,28.12505
NONE,HISTORY,yes,1,15.62691,15.62691
34,UPDATE,yes,1,19.67978,19.67978
35,DELETE,yes,1,47.24216,47.24216
36,RESTRICT,yes,1,56.98085,56.98085
NONE,AUDIT,yes,1,4.55713,4.55713
NONE,HISTORY,yes,1,20.47300,20.47300
37,UPDATE,yes,1,27.04740,27.04740
38,DELETE,yes,1,32.65500,32.65500
39,RESTRICT,yes,1,33.54979,33.54979
NONE,AUDIT,yes,1,49.41893,49.41893
NONE,HISTORY,yes,1,15.14721,15.14721
40,UPDATE,yes,1,20.82968,20.82968
41,DELETE,yes,1,62.74748,62.74748
42,RESTRICT,yes,1,71.88201,71.88201
NONE,AUDIT,yes,1,6.82068,6.82068
NONE,HISTORY,yes,1,6.43897,6.43897
43,UPDATE,yes,1,7.22456,7.22456
44,DELETE,yes,1,8.22234,8.22234
45,RESTRICT,yes,1,9.58753,9.58753
NONE,AUDIT,yes,1,12.57205,12.57205
NONE,HISTORY,yes,1,8.27551,8.27551
46,UPDATE,yes,1,13.01122,13.01122
47,DELETE,yes,1,15.24687,15.24687
48,RESTRICT,yes,1,22.83812,22.83812
NONE,AUDIT,yes,1,3.96180,3.96180
NONE,HISTORY,yes,1,2.30885,2.30885
49,UPDATE,yes,1,3.09420,3.09420
50,DELETE,yes,1,6.07467,6.07467
51,RESTRICT,yes,1,7.48610,7.48610
