op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,8.94737,8.94737
NONE,HISTORY,yes,1,4.81224,4.81224
1,UPDATE,yes,1,7.20882,7.20882
2,DELETE,yes,1,12.78019,12.78019
3,RESTRICT,yes,1,14.55879,14.55879
NONE,AUDIT,yes,1,9.20796,9.20796
NONE,HISTORY,yes,1,6.26278,6.26278
4,UPDATE,yes,1,7.14111,7.14111
5,DELETE,yes,1,16.04629,16.04629
6,RESTRICT,yes,1,17.44986,17.44986
NONE,AUDIT,yes,1,5.14460,5.14460
NONE,HISTORY,yes,1,4.23074,4.23074
7,UPDATE,yes,1,11.51776,11.51776
8,DELETE,yes,1,14.07933,14.07933
9,RESTRICT,yes,1,17.06624,17.06624
NONE,AUDIT,yes,1,14.08863,14.08863
NONE,HISTORY,yes,1,10.19812,10.19812
10,UPDATE,yes,1,12.95853,12.95853
11,DELETE,yes,1,19.32645,19.32645
12,RESTRICT,yes,1,19.76371,19.76371
NONE,AUDIT,yes,1,2.30336,2.30336
NONE,HISTORY,yes,1,2.37393,2.37393
13,UPDATE,yes,1,5.06282,5.06282
14,DELETE,yes,1,13.93580,13.93580
15,RESTRICT,yes,1,14.99891,14.99891
NONE,AUDIT,yes,1,5.78165,7.50780
NONE,HISTORY,yes,3,42.60135,44.85798
16,UPDATE,yes,3,45.99071,50.17066
17,DELETE,yes,3,59.58366,63.97843
18,RESTRICT,yes,3,63.62891,66.33925
NONE,AUDIT,yes,1,133.02350,142.88568
NONE,HISTORY,yes,3,79.02551,80.91998
19,UPDATE,yes,3,91.63070,98.42086
20,DELETE,yes,3,139.02974,153.90110
21,RESTRICT,yes,3,173.81716,194.17858
NONE,AUDIT,yes,1,59.44681,75.87457
NONE,HISTORY,yes,3,84.12528,94.81287
22,UPDATE,yes,3,108.63566,111.68170
23,DELETE,yes,3,179.55494,203.80545
24,RESTRICT,yes,3,198.50230,238.37042
NONE,AUDIT,yes,1,3.74866,7.65991
NONE,HISTORY,yes,3,2.59614,4.66943
25,UPDATE,yes,3,4.42624,9.29928
26,DELETE,yes,3,15.12289,17.27700
27,RESTRICT,yes,3,17.25674,21.09003
NONE,AUDIT,yes,1,5.96118,8.15821
NONE,HISTORY,yes,3,2.36201,9.42564
28,UPDATE,yes,3,5.51033,12.54010
29,DELETE,yes,3,18.00275,24.22404
30,RESTRICT,yes,3,23.12326,26.76630
NONE,AUDIT,yes,1,2.59924,8.13341
NONE,HISTORY,yes,3,2.57850,4.56119
31,UPDATE,yes,3,5.83482,9.54151
32,DELETE,yes,3,15.11049,18.99314
33,RESTRICT,yes,3,20.46227,21.57617
NONE,AUDIT,yes,1,77.23594,86.32135
NONE,HISTORY,yes,3,31.07738,36.23271
34,UPDATE,yes,3,55.04751,83.65011
35,DELETE,yes,3,74.03684,102.72503
36,RESTRICT,yes,3,146.50202,159.69396
NONE,AUDIT,yes,1,27.42290,30.38096
NONE,HISTORY,yes,3,11.10077,15.50484
37,UPDATE,yes,3,15.70249,21.82269
38,DELETE,yes,3,38.68651,55.35889
39,RESTRICT,yes,3,43.86020,77.51083
NONE,AUDIT,yes,1,60.08387,69.24510
NONE,HISTORY,yes,3,32.55343,42.33146
40,UPDATE,yes,3,40.07101,54.91519
41,DELETE,yes,3,106.48489,144.69624
42,RESTRICT,yes,3,138.31425,165.21788
NONE,AUDIT,yes,1,7.18451,29.71387
NONE,HISTORY,yes,3,12.87961,23.10038
43,UPDATE,yes,3,22.84932,34.23810
44,DELETE,yes,3,43.72740,53.61414
45,RESTRICT,yes,3,53.74551,65.99092
NONE,AUDIT,yes,1,10.38051,11.93929
NONE,HISTORY,yes,3,3.83472,5.91803
46,UPDATE,yes,3,6.66261,10.78081
47,DELETE,yes,3,12.80499,25.33913
48,RESTRICT,yes,3,16.76607,29.96778
NONE,AUDIT,yes,1,37.23836,44.05212
NONE,HISTORY,yes,3,17.52257,20.74218
49,UPDATE,yes,3,43.69998,49.01433
50,DELETE,yes,3,54.09861,64.63242
51,RESTRICT,yes,3,90.71374,106.59194
