op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,70.57142,70.57142
NONE,HISTORY,yes,1,48.04158,48.04158
1,UPDATE,yes,1,60.27985,60.27985
2,DELETE,yes,1,125.95034,125.95034
3,RESTRICT,yes,1,158.40793,158.40793
NONE,AUDIT,yes,1,7.82275,7.82275
NONE,HISTORY,yes,1,3.18336,3.18336
4,UPDATE,yes,1,5.11765,5.11765
5,DELETE,yes,1,12.40492,12.40492
6,RESTRICT,yes,1,14.46199,14.46199
NONE,AUDIT,yes,1,15.65599,15.65599
NONE,HISTORY,yes,1,10.43582,10.43582
7,UPDATE,yes,1,12.93468,12.93468
8,DELETE,yes,1,22.22729,22.22729
9,RESTRICT,yes,1,26.64661,26.64661
NONE,AUDIT,yes,1,11.41000,11.41000
NONE,HISTORY,yes,1,7.39527,7.39527
10,UPDATE,yes,1,9.21941,9.21941
11,DELETE,yes,1,16.01458,16.01458
12,RESTRICT,yes,1,16.96324,16.96324
NONE,AUDIT,yes,1,18.04590,18.04590
NONE,HISTORY,yes,1,16.79301,16.79301
13,UPDATE,yes,1,23.27037,23.27037
14,DELETE,yes,1,25.53463,25.53463
15,RESTRICT,yes,1,24.14036,24.14036
NONE,AUDIT,yes,1,52.02413,52.02413
NONE,HISTORY,yes,1,27.51613,27.51613
16,UPDATE,yes,1,35.97736,35.97736
17,DELETE,yes,1,94.28477,94.28477
18,RESTRICT,yes,1,140.36798,140.36798
NONE,AUDIT,yes,1,37.89186,37.89186
NONE,HISTORY,yes,1,13.42416,13.42416
19,UPDATE,yes,1,20.73455,20.73455
20,DELETE,yes,1,50.20666,50.20666
21,RESTRICT,yes,1,55.42994,55.42994
NONE,AUDIT,yes,1,45.39514,45.39514
NONE,HISTORY,yes,1,33.29015,33.29015
22,UPDATE,yes,1,37.67800,37.67800
23,DELETE,yes,1,66.70761,66.70761
24,RESTRICT,yes,1,70.57834,70.57834
NONE,AUDIT,yes,1,11.33728,11.33728
NONE,HISTORY,yes,1,5.84269,5.84269
25,UPDATE,yes,1,8.93569,8.93569
26,DELETE,yes,1,19.14477,19.14477
27,RESTRICT,yes,1,23.06104,23.06104
NONE,AUDIT,yes,1,2.38466,2.38466
NONE,HISTORY,yes,1,1.99509,1.99509
28,UPDATE,yes,1,2.87461,2.87461
29,DELETE,yes,1,7.30801,7.30801
30,RESTRICT,yes,1,9.96637,9.96637
NONE,AUDIT,yes,1,16.57176,16.57176
NONE,HISTORY,yes,1,8.18729,8.18729
31,UPDATE,yes,1,13.17453,13.17453
32,DELETE,yes,1,41.17560,41.17560
33,RESTRICT,yes,1,45.74060,45.74060
NONE,AUDIT,yes,1,17.91048,17.91048
NONE,HISTORY,yes,1,23.54240,23.54240
34,UPDATE,yes,1,48.17247,48.17247
35,DELETE,yes,1,56.32639,56.32639
36,RESTRICT,yes,1,61.02538,61.02538
NONE,AUDIT,yes,1,133.24714,133.24714
NONE,HISTORY,yes,1,89.24580,89.24580
37,UPDATE,yes,1,109.76624,109.76624
38,DELETE,yes,1,154.74963,154.74963
39,RESTRICT,yes,1,171.12136,171.12136
NONE,AUDIT,yes,1,3.59988,3.59988
NONE,HISTORY,yes,1,4.62961,4.62961
40,UPDATE,yes,1,7.65705,7.65705
41,DELETE,yes,1,12.56442,12.56442
42,RESTRICT,yes,1,15.76281,15.76281
NONE,AUDIT,yes,1,4.58002,4.58002
NONE,HISTORY,yes,1,2.25139,2.25139
43,UPDATE,yes,1,3.64113,3.64113
44,DELETE,yes,1,9.99784,9.99784
45,RESTRICT,yes,1,10.87236,10.87236
NONE,AUDIT,yes,1,16.71028,16.71028
NONE,HISTORY,yes,1,5.15151,5.15151
46,UPDATE,yes,1,10.24461,10.24461
47,DELETE,yes,1,24.13416,24.13416
48,RESTRICT,yes,1,26.31950,26.31950
NONE,AUDIT,yes,1,107.62382,107.62382
NONE,HISTORY,yes,1,68.33601,68.33601
49,UPDATE,yes,1,80.34301,80.34301
50,DELETE,yes,1,124.35842,124.35842
51,RESTRICT,yes,1,128.02982,128.02982
