op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,21.68202,21.68202
NONE,HISTORY,yes,1,15.60283,15.60283
1,UPDATE,yes,1,19.56391,19.56391
2,DELETE,yes,1,35.52437,35.52437
3,RESTRICT,yes,1,47.62673,47.62673
NONE,AUDIT,yes,1,7.19643,7.19643
NONE,HISTORY,yes,1,2.86484,2.86484
4,UPDATE,yes,1,5.89728,5.89728
5,DELETE,yes,1,14.64224,14.64224
6,RESTRICT,yes,1,17.17162,17.17162
NONE,AUDIT,yes,1,1.87397,1.87397
NONE,HISTORY,yes,1,2.43902,2.43902
7,UPDATE,yes,1,4.19116,4.19116
8,DELETE,yes,1,11.91449,11.91449
9,RESTRICT,yes,1,16.07704,16.07704
NONE,AUDIT,yes,1,13.60917,13.60917
NONE,HISTORY,yes,1,7.38025,7.38025
10,UPDATE,yes,1,10.01120,10.01120
11,DELETE,yes,1,23.19670,23.19670
12,RESTRICT,yes,1,25.27428,25.27428
NONE,AUDIT,yes,1,3.22962,3.22962
NONE,HISTORY,yes,1,3.27682,3.27682
13,UPDATE,yes,1,4.88544,4.88544
14,DELETE,yes,1,13.93723,13.93723
15,RESTRICT,yes,1,17.08031,17.08031
NONE,AUDIT,yes,1,39.25490,39.25490
NONE,HISTORY,yes,1,43.35642,43.35642
16,UPDATE,yes,1,45.64905,45.64905
17,DELETE,yes,1,48.70296,48.70296
18,RESTRICT,yes,1,51.77736,51.77736
NONE,AUDIT,yes,1,4.51231,4.51231
NONE,HISTORY,yes,1,5.20802,5.20802
19,UPDATE,yes,1,27.32563,27.32563
20,DELETE,yes,1,42.59396,42.59396
21,RESTRICT,yes,1,48.54059,48.54059
NONE,AUDIT,yes,1,13.55600,13.55600
NONE,HISTORY,yes,1,20.54834,20.54834
22,UPDATE,yes,1,24.03975,24.03975
23,DELETE,yes,1,28.43428,28.43428
24,RESTRICT,yes,1,30.15995,30.15995
NONE,AUDIT,yes,1,28.23234,28.23234
NONE,HISTORY,yes,1,29.51908,29.51908
25,UPDATE,yes,1,32.27043,32.27043
26,DELETE,yes,1,39.79659,39.79659
27,RESTRICT,yes,1,43.17522,43.17522
NONE,AUDIT,yes,1,48.81167,48.81167
NONE,HISTORY,yes,1,27.88925,27.88925
28,UPDATE,yes,1,18.61143,18.61143
29,DELETE,yes,1,50.69947,50.69947
30,RESTRICT,yes,1,60.40430,60.40430
NONE,AUDIT,yes,1,1.81723,1.81723
NONE,HISTORY,yes,1,2.19083,2.19083
31,UPDATE,yes,1,4.31848,4.31848
32,DELETE,yes,1,11.90519,11.90519
33,RESTRICT,yes,1,13.89599,13.89599
NONE,AUDIT,yes,1,5.04994,5.04994
NONE,HISTORY,yes,1,5.01323,5.01323
34,UPDATE,yes,1,10.30779,10.30779
35,DELETE,yes,1,19.44256,19.44256
36,RESTRICT,yes,1,21.47532,21.47532
NONE,AUDIT,yes,1,34.67035,34.67035
NONE,HISTORY,yes,1,16.17503,16.17503
37,UPDATE,yes,1,29.69289,29.69289
38,DELETE,yes,1,57.27553,57.27553
39,RESTRICT,yes,1,60.78100,60.78100
NONE,AUDIT,yes,1,30.79844,30.79844
NONE,HISTORY,yes,1,7.90119,7.90119
40,UPDATE,yes,1,9.21059,9.21059
41,DELETE,yes,1,13.53574,13.53574
42,RESTRICT,yes,1,29.78134,29.78134
NONE,AUDIT,yes,1,25.51365,25.51365
NONE,HISTORY,yes,1,19.91320,19.91320
43,UPDATE,yes,1,23.10395,23.10395
44,DELETE,yes,1,36.90052,36.90052
45,RESTRICT,yes,1,40.16757,40.16757
NONE,AUDIT,yes,1,2.21753,2.21753
NONE,HISTORY,yes,1,3.50046,3.50046
46,UPDATE,yes,1,9.57441,9.57441
47,DELETE,yes,1,12.02154,12.02154
48,RESTRICT,yes,1,12.65121,12.65121
NONE,AUDIT,yes,1,36.48257,36.48257
NONE,HISTORY,yes,1,14.29939,14.29939
49,UPDATE,yes,1,32.02391,32.02391
50,DELETE,yes,1,38.82456,38.82456
51,RESTRICT,yes,1,40.03310,40.03310
