op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,1.59717,1.59717
NONE,HISTORY,yes,1,3.24345,3.24345
1,UPDATE,yes,1,3.96419,3.96419
2,DELETE,yes,1,10.10799,10.10799
3,RESTRICT,yes,1,10.55765,10.55765
NONE,AUDIT,yes,1,2.31314,56.53024
NONE,HISTORY,yes,25,17.17305,43.09678
4,UPDATE,yes,25,40.45582,54.44503
5,DELETE,yes,25,90.48104,143.48531
6,RESTRICT,yes,25,116.70589,163.48147
NONE,AUDIT,yes,1,11.40213,126.63054
NONE,HISTORY,yes,26,5.15890,49.57891
7,UPDATE,yes,26,14.54568,86.85255
8,DELETE,yes,26,15.59782,106.66347
9,RESTRICT,yes,26,32.92942,111.16004
NONE,AUDIT,yes,1,82.58510,111.29642
NONE,HISTORY,yes,27,27.72832,57.26004
10,UPDATE,yes,27,58.90584,72.18313
11,DELETE,yes,27,70.79339,164.57462
12,RESTRICT,yes,27,133.34179,175.18091
NONE,AUDIT,yes,1,85.44326,98.50740
NONE,HISTORY,yes,29,21.15369,82.06725
13,UPDATE,yes,29,60.87518,90.12055
14,DELETE,yes,29,122.55621,176.19419
15,RESTRICT,yes,29,151.53432,189.32676
NONE,AUDIT,yes,1,2.41327,78.19438
NONE,HISTORY,yes,29,4.32205,82.12304
16,UPDATE,yes,29,28.45335,95.24441
17,DELETE,yes,29,97.47553,160.56442
18,RESTRICT,yes,29,113.84296,198.50802
NONE,AUDIT,yes,1,117.58471,136.35421
NONE,HISTORY,yes,29,32.57656,111.95850
19,UPDATE,yes,29,85.55508,116.31203
20,DELETE,yes,29,141.26587,197.40391
21,RESTRICT,yes,29,170.09306,271.84629
NONE,AUDIT,yes,1,86.67374,133.46291
NONE,HISTORY,yes,30,52.05703,76.65253
22,UPDATE,yes,30,59.35860,80.60145
23,DELETE,yes,30,99.30921,186.65242
24,RESTRICT,yes,30,151.03412,195.96028
NONE,AUDIT,yes,1,72.33644,85.94465
NONE,HISTORY,yes,30,33.94103,64.16607
25,UPDATE,yes,30,58.65884,69.70072
26,DELETE,yes,30,124.12953,178.39289
27,RESTRICT,yes,30,136.25693,191.14137
NONE,AUDIT,yes,1,85.64806,99.61653
NONE,HISTORY,yes,31,32.96900,80.86991
28,UPDATE,yes,31,69.90075,94.08784
29,DELETE,yes,31,133.58474,201.26271
30,RESTRICT,yes,31,175.19069,262.09569
NONE,AUDIT,yes,1,152.37594,209.88345
NONE,HISTORY,yes,32,63.00187,111.57084
31,UPDATE,yes,32,114.27736,136.08766
32,DELETE,yes,32,243.84332,326.06530
33,RESTRICT,yes,32,302.39511,460.95991
NONE,AUDIT,yes,1,109.02977,130.28073
NONE,HISTORY,yes,32,23.58317,42.67430
34,UPDATE,yes,32,44.78812,106.50158
35,DELETE,yes,32,103.44553,150.30718
36,RESTRICT,yes,32,149.15991,245.08238
NONE,AUDIT,yes,1,287.61220,333.08625
NONE,HISTORY,yes,33,73.22264,119.56596
37,UPDATE,yes,33,126.04952,282.85575
38,DELETE,yes,33,265.67936,355.60822
39,RESTRICT,yes,33,379.75526,437.85787
NONE,AUDIT,yes,1,103.62530,123.93522
NONE,HISTORY,yes,34,30.03621,73.25220
40,UPDATE,yes,34,74.51296,98.28973
41,DELETE,yes,34,100.31104,183.51793
42,RESTRICT,yes,34,169.21926,265.54656
NONE,AUDIT,yes,1,102.56624,121.35124
NONE,HISTORY,yes,35,26.41654,89.30850
43,UPDATE,yes,35,88.06229,104.33626
44,DELETE,yes,35,116.22262,217.78464
45,RESTRICT,yes,35,160.30264,228.74141
NONE,AUDIT,yes,1,200.47307,237.90073
NONE,HISTORY,yes,36,125.96846,190.17553
46,UPDATE,yes,36,187.57677,224.33734
47,DELETE,yes,36,259.50623,406.18420
48,RESTRICT,yes,36,386.72662,506.36888
NONE,AUDIT,yes,1,19.14191,100.58498
NONE,HISTORY,yes,37,2.22659,67.82961
49,UPDATE,yes,37,42.41204,92.37766
50,DELETE,yes,37,132.01976,219.81549
51,RESTRICT,yes,37,149.81794,237.33020
