op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,61.48410,61.48410
NONE,HISTORY,yes,1,38.93185,38.93185
1,UPDATE,yes,1,59.24749,59.24749
2,DELETE,yes,1,73.87424,73.87424
3,RESTRICT,yes,1,76.27583,76.27583
NONE,AUDIT,yes,1,19.28592,22.25399
NONE,HISTORY,yes,3,12.87818,13.49998
4,UPDATE,yes,3,18.08405,26.06916
5,DELETE,yes,3,26.71504,28.29027
6,RESTRICT,yes,3,34.43909,37.26077
NONE,AUDIT,yes,1,13.28754,15.53512
NONE,HISTORY,yes,4,2.94328,7.51591
7,UPDATE,yes,4,10.63275,12.82001
8,DELETE,yes,4,22.93158,25.50268
9,RESTRICT,yes,4,32.46641,37.12821
NONE,AUDIT,yes,1,6.94180,15.87248
NONE,HISTORY,yes,5,9.31501,13.76367
10,UPDATE,yes,5,16.97040,26.88479
11,DELETE,yes,5,25.66361,31.65770
12,RESTRICT,yes,5,32.63068,41.72039
NONE,AUDIT,yes,1,2.24137,17.89117
NONE,HISTORY,yes,6,3.66139,15.06376
13,UPDATE,yes,6,6.57845,20.02859
14,DELETE,yes,6,24.28293,37.84943
15,RESTRICT,yes,6,30.67398,40.55333
NONE,AUDIT,yes,1,44.11840,65.16218
NONE,HISTORY,yes,6,51.77903,60.53042
16,UPDATE,yes,6,63.47203,67.65938
17,DELETE,yes,6,84.11169,93.78433
18,RESTRICT,yes,6,92.38815,100.70968
NONE,AUDIT,yes,1,18.84794,23.51642
NONE,HISTORY,yes,7,8.79288,12.28070
19,UPDATE,yes,7,15.62524,16.88218
20,DELETE,yes,7,31.11410,38.50293
21,RESTRICT,yes,7,37.42933,44.03257
NONE,AUDIT,yes,1,22.74752,53.34258
NONE,HISTORY,yes,7,6.64616,18.39232
22,UPDATE,yes,7,13.08060,42.87267
23,DELETE,yes,7,18.58616,91.04609
24,RESTRICT,yes,7,24.29533,100.68393
NONE,AUDIT,yes,1,21.75260,39.95895
NONE,HISTORY,yes,8,12.85863,17.84515
25,UPDATE,yes,8,19.04058,36.00216
26,DELETE,yes,8,35.25925,47.51253
27,RESTRICT,yes,8,46.35334,73.42792
NONE,AUDIT,yes,1,21.08860,26.35670
NONE,HISTORY,yes,9,9.37629,19.06943
28,UPDATE,yes,9,14.97984,22.79782
29,DELETE,yes,9,33.47540,50.34089
30,RESTRICT,yes,9,42.44399,68.44139
NONE,AUDIT,yes,1,35.23111,43.82324
NONE,HISTORY,yes,10,5.74112,25.03490
31,UPDATE,yes,10,11.47676,29.97947
32,DELETE,yes,10,26.09897,60.96935
33,RESTRICT,yes,10,29.48284,71.81025
NONE,AUDIT,yes,1,19.67812,49.64590
NONE,HISTORY,yes,10,25.68388,38.30099
34,UPDATE,yes,10,40.22980,55.76372
35,DELETE,yes,10,69.37742,89.53881
36,RESTRICT,yes,10,80.68085,97.48888
NONE,AUDIT,yes,1,10.86378,15.32769
NONE,HISTORY,yes,10,2.26355,28.30911
37,UPDATE,yes,10,8.16345,34.85632
38,DELETE,yes,10,33.03432,56.44035
39,RESTRICT,yes,10,38.21373,63.79080
NONE,AUDIT,yes,1,21.33322,26.62349
NONE,HISTORY,yes,10,8.87918,45.18366
40,UPDATE,yes,10,13.88884,53.08008
41,DELETE,yes,10,37.69398,78.64475
42,RESTRICT,yes,10,48.32697,85.51574
NONE,AUDIT,yes,1,5.92780,34.53279
NONE,HISTORY,yes,10,4.03500,42.61065
43,UPDATE,yes,10,16.86788,48.06328
44,DELETE,yes,10,45.06254,75.33026
45,RESTRICT,yes,10,53.97725,79.33068
NONE,AUDIT,yes,1,7.73525,26.50905
NONE,HISTORY,yes,10,2.21038,28.06282
46,UPDATE,yes,10,15.53965,30.30968
47,DELETE,yes,10,38.00273,51.58997
48,RESTRICT,yes,10,42.02843,54.20661
NONE,AUDIT,yes,1,27.66013,32.23276
NONE,HISTORY,yes,10,8.66318,24.52087
49,UPDATE,yes,10,22.43543,27.55713
50,DELETE,yes,10,43.61081,56.77414
51,RESTRICT,yes,10,52.19388,59.19337
