op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,11.69038,11.69038
NONE,HISTORY,yes,1,7.85518,7.85518
1,UPDATE,yes,1,11.65748,11.65748
2,DELETE,yes,1,20.91360,20.91360
3,RESTRICT,yes,1,23.47565,23.47565
NONE,AUDIT,yes,1,44.56210,44.56210
NONE,HISTORY,yes,1,16.88671,16.88671
4,UPDATE,yes,1,26.56174,26.56174
5,DELETE,yes,1,62.96611,62.96611
6,RESTRICT,yes,1,81.59852,81.59852
NONE,AUDIT,yes,1,3.64542,3.64542
NONE,HISTORY,yes,1,3.01814,3.01814
7,UPDATE,yes,1,3.89743,3.89743
8,DELETE,yes,1,7.12419,7.12419
9,RESTRICT,yes,1,11.73925,11.73925
NONE,AUDIT,yes,1,82.08752,82.08752
NONE,HISTORY,yes,1,197.31545,197.31545
10,UPDATE,yes,1,219.77186,219.77186
11,DELETE,yes,1,274.43504,274.43504
12,RESTRICT,yes,1,288.67626,288.67626
NONE,AUDIT,yes,1,4.94337,4.94337
NONE,HISTORY,yes,1,7.98202,7.98202
13,UPDATE,yes,1,17.15302,17.15302
14,DELETE,yes,1,60.97531,60.97531
15,RESTRICT,yes,1,66.41698,66.41698
NONE,AUDIT,yes,1,6.87337,6.87337
NONE,HISTORY,yes,1,11.46722,11.46722
16,UPDATE,yes,1,15.48529,15.48529
17,DELETE,yes,1,25.54965,25.54965
18,RESTRICT,yes,1,27.97532,27.97532
NONE,AUDIT,yes,1,3.11422,3.11422
NONE,HISTORY,yes,1,1.60432,1.60432
19,UPDATE,yes,1,2.37179,2.37179
20,DELETE,yes,1,8.55660,8.55660
21,RESTRICT,yes,1,9.87935,9.87935
NONE,AUDIT,yes,1,26.07846,26.07846
NONE,HISTORY,yes,1,11.41262,11.41262
22,UPDATE,yes,1,16.76559,16.76559
23,DELETE,yes,1,37.78195,37.78195
24,RESTRICT,yes,1,46.82183,46.82183
NONE,AUDIT,yes,1,4.19331,4.19331
NONE,HISTORY,yes,1,2.51937,2.51937
25,UPDATE,yes,1,3.58248,3.58248
26,DELETE,yes,1,10.85711,10.85711
27,RESTRICT,yes,1,11.18016,11.18016
NONE,AUDIT,yes,1,48.88225,48.88225
NONE,HISTORY,yes,1,31.02255,31.02255
28,UPDATE,yes,1,40.49587,40.49587
29,DELETE,yes,1,77.80838,77.80838
30,RESTRICT,yes,1,79.14305,79.14305
NONE,AUDIT,yes,1,2.52438,2.52438
NONE,HISTORY,yes,1,2.02298,2.02298
31,UPDATE,yes,1,6.11687,6.11687
32,DELETE,yes,1,10.64086,10.64086
33,RESTRICT,yes,1,12.00104,12.00104
NONE,AUDIT,yes,1,8.33297,8.33297
NONE,HISTORY,yes,1,4.74119,4.74119
34,UPDATE,yes,1,10.92267,10.92267
35,DELETE,yes,1,16.99352,16.99352
36,RESTRICT,yes,1,19.87123,19.87123
NONE,AUDIT,yes,1,51.15914,51.15914
NONE,HISTORY,yes,1,35.82406,35.82406
37,UPDATE,yes,1,44.92235,44.92235
38,DELETE,yes,1,60.59909,60.59909
39,RESTRICT,yes,1,70.07861,70.07861
NONE,AUDIT,yes,1,25.22922,25.22922
NONE,HISTORY,yes,1,17.43937,17.43937
40,UPDATE,yes,1,22.57466,22.57466
41,DELETE,yes,1,36.53836,36.53836
42,RESTRICT,yes,1,39.05153,39.05153
NONE,AUDIT,yes,1,42.04607,42.04607
NONE,HISTORY,yes,1,20.80035,20.80035
43,UPDATE,yes,1,27.92335,27.92335
44,DELETE,yes,1,76.09892,76.09892
45,RESTRICT,yes,1,85.01792,85.01792
NONE,AUDIT,yes,1,4.77457,4.77457
NONE,HISTORY,yes,1,4.91261,4.91261
46,UPDATE,yes,1,7.24554,7.24554
47,DELETE,yes,1,14.50372,14.50372
48,RESTRICT,yes,1,15.92517,15.92517
NONE,AUDIT,yes,1,60.20951,60.20951
NONE,HISTORY,yes,1,28.89729,28.89729
49,UPDATE,yes,1,44.44408,44.44408
50,DELETE,yes,1,72.68405,72.68405
51,RESTRICT,yes,1,74.13316,74.13316
