op_id,op_type,completed,num_responders,first_response_latency_ms,last_response_latency_ms
NONE,AUDIT,yes,1,30.58767,30.58767
NONE,HISTORY,yes,1,14.63962,14.63962
1,UPDATE,yes,1,18.62144,18.62144
2,DELETE,yes,1,42.91821,42.91821
3,RESTRICT,yes,1,50.02546,50.02546
NONE,AUDIT,yes,1,15.88202,16.61897
NONE,HISTORY,yes,2,10.68211,10.98943
4,UPDATE,yes,2,13.73911,13.87095
5,DELETE,yes,2,23.09251,25.32148
6,RESTRICT,yes,2,25.43998,27.81177
NONE,AUDIT,yes,1,18.11147,20.93363
NONE,HISTORY,yes,3,7.13468,12.06779
7,UPDATE,yes,3,11.26432,16.99615
8,DELETE,yes,3,28.10240,29.22249
9,RESTRICT,yes,3,31.17228,42.39249
NONE,AUDIT,yes,1,2.97117,8.74233
NONE,HISTORY,yes,4,1.96743,7.93934
10,UPDATE,yes,4,11.00063,11.46221
11,DELETE,yes,4,16.69526,20.46227
12,RESTRICT,yes,4,19.56034,23.34905
NONE,AUDIT,yes,1,11.24263,30.08699
NONE,HISTORY,yes,5,5.71895,9.36103
13,UPDATE,yes,5,7.14946,14.94217
14,DELETE,yes,5,13.05938,41.05353
15,RESTRICT,yes,5,18.00084,42.05680
NONE,AUDIT,yes,1,135.65707,172.40286
NONE,HISTORY,yes,6,37.23001,53.90525
16,UPDATE,yes,6,59.41153,169.32034
17,DELETE,yes,6,163.73754,231.41026
18,RESTRICT,yes,6,202.17419,292.13285
NONE,AUDIT,yes,1,70.67204,103.65081
NONE,HISTORY,yes,7,31.07333,48.06733
19,UPDATE,yes,7,56.76556,64.92376
20,DELETE,yes,7,154.79207,201.95889
21,RESTRICT,yes,7,198.02260,277.80581
NONE,AUDIT,yes,1,10.54907,23.95034
NONE,HISTORY,yes,8,2.59423,19.80162
22,UPDATE,yes,8,5.64384,25.92397
23,DELETE,yes,8,32.10211,46.48232
24,RESTRICT,yes,8,39.94298,49.51882
NONE,AUDIT,yes,1,17.65037,29.22273
NONE,HISTORY,yes,9,16.92009,26.73435
25,UPDATE,yes,9,26.56007,30.94673
26,DELETE,yes,9,40.74621,53.36070
27,RESTRICT,yes,9,51.27931,56.43535
NONE,AUDIT,yes,1,18.05902,39.05964
NONE,HISTORY,yes,10,19.73772,40.31444
28,UPDATE,yes,10,20.45465,43.98799
29,DELETE,yes,10,31.24475,64.42165
30,RESTRICT,yes,10,39.07585,66.44225
NONE,AUDIT,yes,1,79.16546,83.80723
NONE,HISTORY,yes,10,62.05869,69.77797
31,UPDATE,yes,10,72.02196,75.99878
32,DELETE,yes,10,81.12192,102.90384
33,RESTRICT,yes,10,100.75545,109.32636
NONE,AUDIT,yes,1,26.02696,102.16856
NONE,HISTORY,yes,10,8.89874,44.30914
34,UPDATE,yes,10,31.66127,68.52174
35,DELETE,yes,10,42.63234,95.13021
36,RESTRICT,yes,10,55.65786,97.48578
NONE,AUDIT,yes,1,38.47480,59.43608
NONE,HISTORY,yes,10,24.10388,56.43034
37,UPDATE,yes,10,63.94076,69.11969
38,DELETE,yes,10,95.36457,135.95963
39,RESTRICT,yes,10,119.32087,154.48475
NONE,AUDIT,yes,1,8.89134,25.47574
NONE,HISTORY,yes,10,4.45461,18.75186
40,UPDATE,yes,10,17.08961,21.00110
41,DELETE,yes,10,34.24120,52.51431
42,RESTRICT,yes,10,44.85297,58.51054
NONE,AUDIT,yes,1,16.48974,33.13756
NONE,HISTORY,yes,10,7.31468,24.26410
43,UPDATE,yes,10,8.06141,41.34274
44,DELETE,yes,10,19.58442,68.52055
45,RESTRICT,yes,10,26.39723,86.88951
NONE,AUDIT,yes,1,12.62522,26.22676
NONE,HISTORY,yes,10,4.48990,18.64052
46,UPDATE,yes,10,5.42927,25.57111
47,DELETE,yes,10,8.28242,48.84362
48,RESTRICT,yes,10,10.09011,53.54738
NONE,AUDIT,yes,1,4.10390,21.50464
NONE,HISTORY,yes,10,3.16358,17.02905
49,UPDATE,yes,10,15.06472,23.17500
50,DELETE,yes,10,35.25472,46.85450
51,RESTRICT,yes,10,43.62702,49.86000
